run_id,facility_id,drug_id,factor,factor_value,weight_contribution
L2-2026-01,PKM-001,OBT-008,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-008,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-008,days_of_stock,45.7,0.0
L2-2026-01,PKM-001,OBT-008,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-001,OBT-009,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-009,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-009,days_of_stock,30.0,0.0
L2-2026-01,PKM-001,OBT-009,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-010,drug_category,emergency,1.0986
L2-2026-01,PKM-001,OBT-010,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-010,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-010,days_of_stock,30.0,0.0
L2-2026-01,PKM-001,OBT-010,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-011,drug_category,emergency,1.0986
L2-2026-01,PKM-001,OBT-011,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-011,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-011,days_of_stock,18.0,0.3365
L2-2026-01,PKM-001,OBT-011,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-012,drug_category,essential,0.6931
L2-2026-01,PKM-001,OBT-012,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-012,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-012,days_of_stock,18.8,0.3172
L2-2026-01,PKM-001,OBT-012,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-013,drug_category,essential,0.6931
L2-2026-01,PKM-001,OBT-013,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-013,stockout_history,1,0.1823
L2-2026-01,PKM-001,OBT-013,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-013,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-014,drug_category,essential,0.6931
L2-2026-01,PKM-001,OBT-014,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-014,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-014,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-014,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-015,drug_category,essential,0.6931
L2-2026-01,PKM-001,OBT-015,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-015,stockout_history,1,0.1823
L2-2026-01,PKM-001,OBT-015,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-015,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-016,drug_category,routine,0.0
L2-2026-01,PKM-001,OBT-016,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-016,stockout_history,1,0.1823
L2-2026-01,PKM-001,OBT-016,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-016,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-017,drug_category,routine,0.0
L2-2026-01,PKM-001,OBT-017,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-017,stockout_history,2,0.3365
L2-2026-01,PKM-001,OBT-017,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-017,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-022,drug_category,essential,0.6931
L2-2026-01,PKM-001,OBT-022,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-022,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-022,days_of_stock,33.3,0.0
L2-2026-01,PKM-001,OBT-022,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-023,drug_category,routine,0.0
L2-2026-01,PKM-001,OBT-023,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-023,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-023,days_of_stock,45.0,0.0
L2-2026-01,PKM-001,OBT-023,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-024,drug_category,routine,0.0
L2-2026-01,PKM-001,OBT-024,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-024,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-024,days_of_stock,19.5,0.3001
L2-2026-01,PKM-001,OBT-024,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-025,drug_category,essential,0.6931
L2-2026-01,PKM-001,OBT-025,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-025,stockout_history,0,0.0
L2-2026-01,PKM-001,OBT-025,days_of_stock,160.0,0.0
L2-2026-01,PKM-001,OBT-025,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-026,drug_category,routine,0.0
L2-2026-01,PKM-001,OBT-026,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-026,stockout_history,1,0.1823
L2-2026-01,PKM-001,OBT-026,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-026,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-027,drug_category,routine,0.0
L2-2026-01,PKM-001,OBT-027,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-027,stockout_history,1,0.1823
L2-2026-01,PKM-001,OBT-027,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-027,regional_mmr,464.8,0.5732
L2-2026-01,PKM-001,OBT-028,drug_category,routine,0.0
L2-2026-01,PKM-001,OBT-028,accessibility,1,0.4055
L2-2026-01,PKM-001,OBT-028,stockout_history,1,0.1823
L2-2026-01,PKM-001,OBT-028,days_of_stock,0.0,0.6931
L2-2026-01,PKM-001,OBT-028,regional_mmr,464.8,0.5732
L2-2026-01,PKM-002,OBT-001,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-001,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-001,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-001,days_of_stock,45.9,0.0
L2-2026-01,PKM-002,OBT-001,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-002,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-002,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-002,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-002,days_of_stock,50.0,0.0
L2-2026-01,PKM-002,OBT-002,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-003,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-003,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-003,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-003,days_of_stock,51.2,0.0
L2-2026-01,PKM-002,OBT-003,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-004,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-004,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-004,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-004,days_of_stock,17.9,0.3389
L2-2026-01,PKM-002,OBT-004,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-005,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-005,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-005,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-005,days_of_stock,35.2,0.0
L2-2026-01,PKM-002,OBT-005,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-006,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-006,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-006,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-006,days_of_stock,35.2,0.0
L2-2026-01,PKM-002,OBT-006,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-007,drug_category,emergency,1.0986
L2-2026-01,PKM-002,OBT-007,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-007,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-007,days_of_stock,60.0,0.0
L2-2026-01,PKM-002,OBT-007,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-008,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-008,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-008,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-008,days_of_stock,85.0,0.0
L2-2026-01,PKM-002,OBT-008,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-009,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-009,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-009,days_of_stock,86.7,0.0
L2-2026-01,PKM-002,OBT-009,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-011,drug_category,emergency,1.0986
L2-2026-01,PKM-002,OBT-011,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-011,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-011,days_of_stock,30.0,0.0
L2-2026-01,PKM-002,OBT-011,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-012,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-012,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-012,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-012,days_of_stock,32.5,0.0
L2-2026-01,PKM-002,OBT-012,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-013,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-013,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-013,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-013,days_of_stock,150.0,0.0
L2-2026-01,PKM-002,OBT-013,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-015,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-015,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-015,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-015,days_of_stock,80.0,0.0
L2-2026-01,PKM-002,OBT-015,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-016,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-016,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-016,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-016,days_of_stock,68.6,0.0
L2-2026-01,PKM-002,OBT-016,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-017,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-017,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-017,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-017,days_of_stock,82.2,0.0
L2-2026-01,PKM-002,OBT-017,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-018,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-018,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-018,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-018,days_of_stock,60.0,0.0
L2-2026-01,PKM-002,OBT-018,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-021,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-021,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-021,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-021,days_of_stock,60.0,0.0
L2-2026-01,PKM-002,OBT-021,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-022,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-022,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-022,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-022,days_of_stock,150.0,0.0
L2-2026-01,PKM-002,OBT-022,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-023,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-023,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-023,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-023,days_of_stock,135.0,0.0
L2-2026-01,PKM-002,OBT-023,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-024,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-024,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-024,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-024,days_of_stock,69.1,0.0
L2-2026-01,PKM-002,OBT-024,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-025,drug_category,essential,0.6931
L2-2026-01,PKM-002,OBT-025,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-025,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-025,days_of_stock,60.0,0.0
L2-2026-01,PKM-002,OBT-025,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-026,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-026,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-026,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-026,days_of_stock,105.0,0.0
L2-2026-01,PKM-002,OBT-026,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-027,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-027,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-027,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-027,days_of_stock,96.9,0.0
L2-2026-01,PKM-002,OBT-027,regional_mmr,317.9,0.4249
L2-2026-01,PKM-002,OBT-028,drug_category,routine,0.0
L2-2026-01,PKM-002,OBT-028,accessibility,2,0.1823
L2-2026-01,PKM-002,OBT-028,stockout_history,0,0.0
L2-2026-01,PKM-002,OBT-028,days_of_stock,60.0,0.0
L2-2026-01,PKM-002,OBT-028,regional_mmr,317.9,0.4249
L2-2026-01,PKM-003,OBT-001,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-001,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-001,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-001,days_of_stock,42.4,0.0
L2-2026-01,PKM-003,OBT-001,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-002,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-002,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-002,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-002,days_of_stock,45.0,0.0
L2-2026-01,PKM-003,OBT-002,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-003,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-003,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-003,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-003,days_of_stock,15.8,0.3875
L2-2026-01,PKM-003,OBT-003,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-004,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-004,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-004,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-004,days_of_stock,58.3,0.0
L2-2026-01,PKM-003,OBT-004,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-005,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-005,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-005,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-005,days_of_stock,72.0,0.0
L2-2026-01,PKM-003,OBT-005,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-006,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-006,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-006,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-006,days_of_stock,72.0,0.0
L2-2026-01,PKM-003,OBT-006,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-007,drug_category,emergency,1.0986
L2-2026-01,PKM-003,OBT-007,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-007,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-007,days_of_stock,15.0,0.4055
L2-2026-01,PKM-003,OBT-007,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-008,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-008,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-008,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-008,days_of_stock,54.0,0.0
L2-2026-01,PKM-003,OBT-008,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-009,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-009,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-009,days_of_stock,58.4,0.0
L2-2026-01,PKM-003,OBT-009,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-010,drug_category,emergency,1.0986
L2-2026-01,PKM-003,OBT-010,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-010,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-010,days_of_stock,90.0,0.0
L2-2026-01,PKM-003,OBT-010,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-011,drug_category,emergency,1.0986
L2-2026-01,PKM-003,OBT-011,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-011,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-011,days_of_stock,30.0,0.0
L2-2026-01,PKM-003,OBT-011,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-012,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-012,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-012,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-012,days_of_stock,25.0,0.1542
L2-2026-01,PKM-003,OBT-012,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-013,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-013,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-013,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-013,days_of_stock,14.5,0.4165
L2-2026-01,PKM-003,OBT-013,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-014,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-014,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-014,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-014,days_of_stock,8.8,0.5345
L2-2026-01,PKM-003,OBT-014,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-015,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-015,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-015,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-015,days_of_stock,105.0,0.0
L2-2026-01,PKM-003,OBT-015,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-016,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-016,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-016,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-016,days_of_stock,105.0,0.0
L2-2026-01,PKM-003,OBT-016,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-017,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-017,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-017,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-017,days_of_stock,46.4,0.0
L2-2026-01,PKM-003,OBT-017,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-018,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-018,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-018,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-018,days_of_stock,60.0,0.0
L2-2026-01,PKM-003,OBT-018,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-021,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-021,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-021,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-021,days_of_stock,90.0,0.0
L2-2026-01,PKM-003,OBT-021,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-022,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-022,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-022,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-022,days_of_stock,51.4,0.0
L2-2026-01,PKM-003,OBT-022,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-023,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-023,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-023,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-023,days_of_stock,30.0,0.0
L2-2026-01,PKM-003,OBT-023,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-024,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-024,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-024,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-024,days_of_stock,35.5,0.0
L2-2026-01,PKM-003,OBT-024,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-025,drug_category,essential,0.6931
L2-2026-01,PKM-003,OBT-025,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-025,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-025,days_of_stock,60.0,0.0
L2-2026-01,PKM-003,OBT-025,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-026,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-026,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-026,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-026,days_of_stock,42.0,0.0
L2-2026-01,PKM-003,OBT-026,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-027,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-027,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-027,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-027,days_of_stock,39.2,0.0
L2-2026-01,PKM-003,OBT-027,regional_mmr,296.5,0.4013
L2-2026-01,PKM-003,OBT-028,drug_category,routine,0.0
L2-2026-01,PKM-003,OBT-028,accessibility,3,0.0
L2-2026-01,PKM-003,OBT-028,stockout_history,0,0.0
L2-2026-01,PKM-003,OBT-028,days_of_stock,60.0,0.0
L2-2026-01,PKM-003,OBT-028,regional_mmr,296.5,0.4013
L2-2026-01,PKM-004,OBT-001,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-001,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-001,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-001,days_of_stock,12.7,0.4553
L2-2026-01,PKM-004,OBT-001,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-002,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-002,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-002,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-002,days_of_stock,15.0,0.4055
L2-2026-01,PKM-004,OBT-002,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-003,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-003,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-003,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-003,days_of_stock,7.5,0.5596
L2-2026-01,PKM-004,OBT-003,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-004,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-004,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-004,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-004,days_of_stock,98.7,0.0
L2-2026-01,PKM-004,OBT-004,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-005,drug_category,routine,0.0
L2-2026-01,PKM-004,OBT-005,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-005,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-005,days_of_stock,270.0,0.0
L2-2026-01,PKM-004,OBT-005,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-006,drug_category,routine,0.0
L2-2026-01,PKM-004,OBT-006,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-006,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-006,days_of_stock,270.0,0.0
L2-2026-01,PKM-004,OBT-006,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-008,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-008,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-008,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-008,days_of_stock,22.3,0.2285
L2-2026-01,PKM-004,OBT-008,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-009,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-009,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-009,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-009,days_of_stock,15.6,0.392
L2-2026-01,PKM-004,OBT-009,regional_mmr,572.9,0.6699
L2-2026-01,PKM-004,OBT-012,drug_category,essential,0.6931
L2-2026-01,PKM-004,OBT-012,accessibility,1,0.4055
L2-2026-01,PKM-004,OBT-012,stockout_history,0,0.0
L2-2026-01,PKM-004,OBT-012,days_of_stock,31.1,0.0
L2-2026-01,PKM-004,OBT-012,regional_mmr,572.9,0.6699
