facility_id,drug_id,period,closing_stock,estimated_total_cases,lead_time_days,rainy_season_access,accessibility_score,standard_daily_dose,treatment_duration_days,month,year
PKM-001,OBT-005,2023-12-01,415,734,14.0,terputus,1,1,30,12,2023
PKM-001,OBT-005,2024-01-01,276,544,14.0,terputus,1,1,30,1,2024
PKM-001,OBT-005,2024-02-01,460,595,14.0,terputus,1,1,30,2,2024
PKM-001,OBT-005,2024-03-01,568,628,14.0,terputus,1,1,30,3,2024
PKM-001,OBT-005,2024-04-01,260,443,14.0,terputus,1,1,30,4,2024
PKM-001,OBT-005,2024-05-01,362,468,14.0,terputus,1,1,30,5,2024
PKM-001,OBT-005,2024-06-01,135,465,14.0,terputus,1,1,30,6,2024
PKM-001,OBT-005,2024-07-01,476,556,14.0,terputus,1,1,30,7,2024
PKM-001,OBT-005,2024-08-01,335,487,14.0,terputus,1,1,30,8,2024
PKM-001,OBT-005,2024-09-01,312,497,14.0,terputus,1,1,30,9,2024
PKM-001,OBT-005,2024-10-01,319,609,14.0,terputus,1,1,30,10,2024
PKM-001,OBT-005,2024-11-01,1152,2875,14.0,terputus,1,1,30,11,2024
PKM-001,OBT-005,2024-12-01,566,761,14.0,terputus,1,1,30,12,2024
PKM-001,OBT-005,2025-01-01,372,532,14.0,terputus,1,1,30,1,2025
PKM-001,OBT-005,2025-02-01,622,578,14.0,terputus,1,1,30,2,2025
PKM-001,OBT-006,2023-03-01,385,478,14.0,terputus,1,1,30,3,2023
PKM-001,OBT-006,2023-04-01,384,378,14.0,terputus,1,1,30,4,2023
PKM-001,OBT-006,2023-05-01,435,467,14.0,terputus,1,1,30,5,2023
PKM-001,OBT-006,2023-06-01,130,398,14.0,terputus,1,1,30,6,2023
PKM-001,OBT-006,2023-07-01,296,401,14.0,terputus,1,1,30,7,2023
PKM-001,OBT-006,2023-08-01,374,447,14.0,terputus,1,1,30,8,2023
PKM-001,OBT-006,2023-09-01,234,503,14.0,terputus,1,1,30,9,2023
PKM-001,OBT-006,2023-10-01,361,539,14.0,terputus,1,1,30,10,2023
PKM-001,OBT-006,2023-11-01,653,1482,14.0,terputus,1,1,30,11,2023
PKM-001,OBT-006,2023-12-01,552,561,14.0,terputus,1,1,30,12,2023
PKM-001,OBT-006,2024-01-01,348,575,14.0,terputus,1,1,30,1,2024
PKM-001,OBT-006,2024-02-01,338,523,14.0,terputus,1,1,30,2,2024
PKM-001,OBT-006,2024-03-01,369,533,14.0,terputus,1,1,30,3,2024
PKM-001,OBT-006,2024-04-01,170,397,14.0,terputus,1,1,30,4,2024
PKM-001,OBT-006,2024-05-01,383,421,14.0,terputus,1,1,30,5,2024
PKM-001,OBT-006,2024-06-01,254,486,14.0,terputus,1,1,30,6,2024
PKM-001,OBT-006,2024-07-01,172,487,14.0,terputus,1,1,30,7,2024
PKM-001,OBT-006,2024-08-01,561,518,14.0,terputus,1,1,30,8,2024
PKM-001,OBT-006,2024-09-01,298,482,14.0,terputus,1,1,30,9,2024
PKM-001,OBT-006,2024-10-01,333,493,14.0,terputus,1,1,30,10,2024
PKM-001,OBT-006,2024-11-01,613,1501,14.0,terputus,1,1,30,11,2024
PKM-001,OBT-006,2024-12-01,213,607,14.0,terputus,1,1,30,12,2024
PKM-001,OBT-006,2025-01-01,489,507,14.0,terputus,1,1,30,1,2025
PKM-001,OBT-006,2025-02-01,199,446,14.0,terputus,1,1,30,2,2025
PKM-001,OBT-007,2023-03-01,150,451,14.0,terputus,1,2,2,3,2023
PKM-001,OBT-007,2023-04-01,138,351,14.0,terputus,1,2,2,4,2023
PKM-001,OBT-007,2023-05-01,126,395,14.0,terputus,1,2,2,5,2023
PKM-001,OBT-007,2023-06-01,255,443,14.0,terputus,1,2,2,6,2023
PKM-001,OBT-007,2023-07-01,518,427,14.0,terputus,1,2,2,7,2023
PKM-001,OBT-007,2023-08-01,233,443,14.0,terputus,1,2,2,8,2023
PKM-001,OBT-007,2023-09-01,325,446,14.0,terputus,1,2,2,9,2023
PKM-001,OBT-007,2023-10-01,147,505,14.0,terputus,1,2,2,10,2023
PKM-001,OBT-007,2023-11-01,572,1956,14.0,terputus,1,2,2,11,2023
PKM-001,OBT-007,2023-12-01,203,494,14.0,terputus,1,2,2,12,2023
PKM-001,OBT-007,2024-01-01,425,487,14.0,terputus,1,2,2,1,2024
PKM-001,OBT-007,2024-02-01,250,426,14.0,terputus,1,2,2,2,2024
PKM-001,OBT-007,2024-03-01,375,410,14.0,terputus,1,2,2,3,2024
PKM-001,OBT-007,2024-04-01,139,372,14.0,terputus,1,2,2,4,2024
PKM-001,OBT-007,2024-05-01,362,379,14.0,terputus,1,2,2,5,2024
PKM-001,OBT-007,2024-06-01,435,402,14.0,terputus,1,2,2,6,2024
PKM-001,OBT-007,2024-07-01,346,409,14.0,terputus,1,2,2,7,2024
PKM-001,OBT-007,2024-08-01,371,431,14.0,terputus,1,2,2,8,2024
PKM-001,OBT-007,2024-09-01,222,372,14.0,terputus,1,2,2,9,2024
PKM-001,OBT-007,2024-10-01,260,503,14.0,terputus,1,2,2,10,2024
PKM-001,OBT-007,2024-11-01,467,2097,14.0,terputus,1,2,2,11,2024
PKM-001,OBT-007,2024-12-01,351,524,14.0,terputus,1,2,2,12,2024
PKM-001,OBT-007,2025-01-01,591,512,14.0,terputus,1,2,2,1,2025
PKM-001,OBT-007,2025-02-01,265,443,14.0,terputus,1,2,2,2,2025
PKM-001,OBT-008,2023-03-01,204,422,14.0,terputus,1,3,14,3,2023
PKM-001,OBT-008,2023-04-01,376,332,14.0,terputus,1,3,14,4,2023
PKM-001,OBT-008,2023-05-01,255,356,14.0,terputus,1,3,14,5,2023
PKM-001,OBT-008,2023-06-01,115,398,14.0,terputus,1,3,14,6,2023
PKM-001,OBT-008,2023-07-01,386,355,14.0,terputus,1,3,14,7,2023
PKM-001,OBT-008,2023-08-01,264,353,14.0,terputus,1,3,14,8,2023
PKM-001,OBT-008,2023-09-01,459,428,14.0,terputus,1,3,14,9,2023
PKM-001,OBT-008,2023-10-01,186,420,14.0,terputus,1,3,14,10,2023
PKM-001,OBT-008,2023-11-01,349,643,14.0,terputus,1,3,14,11,2023
PKM-001,OBT-008,2023-12-01,626,561,14.0,terputus,1,3,14,12,2023
PKM-001,OBT-008,2024-01-01,526,451,14.0,terputus,1,3,14,1,2024
PKM-001,OBT-008,2024-02-01,223,380,14.0,terputus,1,3,14,2,2024
PKM-001,OBT-008,2024-03-01,323,448,14.0,terputus,1,3,14,3,2024
PKM-001,OBT-008,2024-04-01,244,321,14.0,terputus,1,3,14,4,2024
PKM-001,OBT-008,2024-05-01,265,314,14.0,terputus,1,3,14,5,2024
PKM-001,OBT-008,2024-06-01,309,390,14.0,terputus,1,3,14,6,2024
PKM-001,OBT-008,2024-07-01,308,370,14.0,terputus,1,3,14,7,2024
PKM-001,OBT-008,2024-08-01,131,376,14.0,terputus,1,3,14,8,2024
PKM-001,OBT-008,2024-09-01,346,409,14.0,terputus,1,3,14,9,2024
PKM-001,OBT-008,2024-10-01,103,394,14.0,terputus,1,3,14,10,2024
PKM-001,OBT-008,2024-11-01,259,694,14.0,terputus,1,3,14,11,2024
PKM-001,OBT-008,2024-12-01,482,493,14.0,terputus,1,3,14,12,2024
PKM-001,OBT-008,2025-01-01,382,425,14.0,terputus,1,3,14,1,2025
PKM-001,OBT-008,2025-02-01,467,416,14.0,terputus,1,3,14,2,2025
PKM-001,OBT-009,2023-03-01,373,359,14.0,terputus,1,3,14,3,2023
PKM-001,OBT-009,2023-04-01,215,282,14.0,terputus,1,3,14,4,2023
PKM-001,OBT-009,2023-05-01,197,336,14.0,terputus,1,3,14,5,2023
PKM-001,OBT-009,2023-06-01,107,333,14.0,terputus,1,3,14,6,2023
PKM-001,OBT-009,2023-07-01,122,324,14.0,terputus,1,3,14,7,2023
PKM-001,OBT-009,2023-08-01,164,387,14.0,terputus,1,3,14,8,2023
PKM-001,OBT-009,2023-09-01,292,410,14.0,terputus,1,3,14,9,2023
PKM-001,OBT-009,2023-10-01,111,379,14.0,terputus,1,3,14,10,2023
PKM-001,OBT-009,2023-11-01,152,644,14.0,terputus,1,3,14,11,2023
PKM-001,OBT-009,2023-12-01,172,438,14.0,terputus,1,3,14,12,2023
PKM-001,OBT-009,2024-01-01,226,382,14.0,terputus,1,3,14,1,2024
PKM-001,OBT-009,2024-02-01,148,411,14.0,terputus,1,3,14,2,2024
PKM-001,OBT-009,2024-03-01,165,405,14.0,terputus,1,3,14,3,2024
PKM-001,OBT-009,2024-04-01,107,329,14.0,terputus,1,3,14,4,2024
PKM-001,OBT-009,2024-05-01,294,361,14.0,terputus,1,3,14,5,2024
PKM-001,OBT-009,2024-06-01,196,331,14.0,terputus,1,3,14,6,2024
PKM-001,OBT-009,2024-07-01,215,365,14.0,terputus,1,3,14,7,2024
PKM-001,OBT-009,2024-08-01,121,396,14.0,terputus,1,3,14,8,2024
PKM-001,OBT-009,2024-09-01,401,393,14.0,terputus,1,3,14,9,2024
PKM-001,OBT-009,2024-10-01,118,415,14.0,terputus,1,3,14,10,2024
PKM-001,OBT-009,2024-11-01,162,705,14.0,terputus,1,3,14,11,2024
PKM-001,OBT-009,2024-12-01,141,472,14.0,terputus,1,3,14,12,2024
PKM-001,OBT-009,2025-01-01,191,383,14.0,terputus,1,3,14,1,2025
PKM-001,OBT-009,2025-02-01,351,430,14.0,terputus,1,3,14,2,2025
PKM-001,OBT-010,2023-03-01,234,383,14.0,terputus,1,4,2,3,2023
PKM-001,OBT-010,2023-04-01,227,275,14.0,terputus,1,4,2,4,2023
PKM-001,OBT-010,2023-05-01,114,302,14.0,terputus,1,4,2,5,2023
PKM-001,OBT-010,2023-06-01,261,313,14.0,terputus,1,4,2,6,2023
PKM-001,OBT-010,2023-07-01,352,313,14.0,terputus,1,4,2,7,2023
PKM-001,OBT-010,2023-08-01,109,319,14.0,terputus,1,4,2,8,2023
PKM-001,OBT-010,2023-09-01,124,320,14.0,terputus,1,4,2,9,2023
PKM-001,OBT-010,2023-10-01,131,356,14.0,terputus,1,4,2,10,2023
PKM-001,OBT-010,2023-11-01,201,573,14.0,terputus,1,4,2,11,2023
PKM-001,OBT-010,2023-12-01,187,495,14.0,terputus,1,4,2,12,2023
PKM-001,OBT-010,2024-01-01,453,417,14.0,terputus,1,4,2,1,2024
PKM-001,OBT-010,2024-02-01,155,337,14.0,terputus,1,4,2,2,2024
PKM-001,OBT-010,2024-03-01,301,395,14.0,terputus,1,4,2,3,2024
PKM-001,OBT-010,2024-04-01,214,258,14.0,terputus,1,4,2,4,2024
PKM-001,OBT-010,2024-05-01,189,294,14.0,terputus,1,4,2,5,2024
PKM-001,OBT-010,2024-06-01,123,304,14.0,terputus,1,4,2,6,2024
PKM-001,OBT-010,2024-07-01,211,308,14.0,terputus,1,4,2,7,2024
PKM-001,OBT-010,2024-08-01,213,339,14.0,terputus,1,4,2,8,2024
PKM-001,OBT-010,2024-09-01,116,328,14.0,terputus,1,4,2,9,2024
PKM-001,OBT-010,2024-10-01,192,419,14.0,terputus,1,4,2,10,2024
PKM-001,OBT-010,2024-11-01,273,600,14.0,terputus,1,4,2,11,2024
PKM-001,OBT-010,2024-12-01,299,453,14.0,terputus,1,4,2,12,2024
PKM-001,OBT-010,2025-01-01,414,361,14.0,terputus,1,4,2,1,2025
PKM-001,OBT-010,2025-02-01,170,398,14.0,terputus,1,4,2,2,2025
PKM-001,OBT-011,2023-03-01,143,370,14.0,terputus,1,1,30,3,2023
PKM-001,OBT-011,2023-04-01,226,270,14.0,terputus,1,1,30,4,2023
PKM-001,OBT-011,2023-05-01,223,262,14.0,terputus,1,1,30,5,2023
PKM-001,OBT-011,2023-06-01,132,279,14.0,terputus,1,1,30,6,2023
PKM-001,OBT-011,2023-07-01,217,315,14.0,terputus,1,1,30,7,2023
PKM-001,OBT-011,2023-08-01,234,348,14.0,terputus,1,1,30,8,2023
PKM-001,OBT-011,2023-09-01,187,314,14.0,terputus,1,1,30,9,2023
PKM-001,OBT-011,2023-10-01,225,334,14.0,terputus,1,1,30,10,2023
PKM-001,OBT-011,2023-11-01,275,558,14.0,terputus,1,1,30,11,2023
PKM-001,OBT-011,2023-12-01,446,419,14.0,terputus,1,1,30,12,2023
PKM-001,OBT-011,2024-01-01,348,319,14.0,terputus,1,1,30,1,2024
PKM-001,OBT-011,2024-02-01,144,322,14.0,terputus,1,1,30,2,2024
PKM-001,OBT-011,2024-03-01,280,345,14.0,terputus,1,1,30,3,2024
PKM-001,OBT-011,2024-04-01,109,273,14.0,terputus,1,1,30,4,2024
PKM-001,OBT-011,2024-05-01,208,270,14.0,terputus,1,1,30,5,2024
PKM-001,OBT-011,2024-06-01,312,308,14.0,terputus,1,1,30,6,2024
PKM-001,OBT-011,2024-07-01,247,292,14.0,terputus,1,1,30,7,2024
PKM-001,OBT-011,2024-08-01,135,346,14.0,terputus,1,1,30,8,2024
PKM-001,OBT-011,2024-09-01,132,342,14.0,terputus,1,1,30,9,2024
PKM-001,OBT-011,2024-10-01,253,370,14.0,terputus,1,1,30,10,2024
PKM-001,OBT-011,2024-11-01,212,624,14.0,terputus,1,1,30,11,2024
PKM-001,OBT-011,2024-12-01,199,399,14.0,terputus,1,1,30,12,2024
PKM-001,OBT-011,2025-01-01,220,358,14.0,terputus,1,1,30,1,2025
PKM-001,OBT-011,2025-02-01,161,371,14.0,terputus,1,1,30,2,2025
PKM-001,OBT-012,2023-03-01,211,312,14.0,terputus,1,2,30,3,2023
PKM-001,OBT-012,2023-04-01,276,259,14.0,terputus,1,2,30,4,2023
PKM-001,OBT-012,2023-05-01,309,280,14.0,terputus,1,2,30,5,2023
PKM-001,OBT-012,2023-06-01,203,259,14.0,terputus,1,2,30,6,2023
PKM-001,OBT-012,2023-07-01,278,277,14.0,terputus,1,2,30,7,2023
PKM-001,OBT-012,2023-08-01,191,327,14.0,terputus,1,2,30,8,2023
PKM-001,OBT-012,2023-09-01,286,332,14.0,terputus,1,2,30,9,2023
PKM-001,OBT-012,2023-10-01,270,360,14.0,terputus,1,2,30,10,2023
PKM-001,OBT-012,2023-11-01,391,1457,14.0,terputus,1,2,30,11,2023
PKM-001,OBT-012,2023-12-01,298,371,14.0,terputus,1,2,30,12,2023
PKM-001,OBT-012,2024-01-01,196,314,14.0,terputus,1,2,30,1,2024
PKM-001,OBT-012,2024-02-01,189,343,14.0,terputus,1,2,30,2,2024
PKM-001,OBT-012,2024-03-01,200,330,14.0,terputus,1,2,30,3,2024
PKM-001,OBT-012,2024-04-01,88,235,14.0,terputus,1,2,30,4,2024
PKM-001,OBT-012,2024-05-01,191,267,14.0,terputus,1,2,30,5,2024
PKM-001,OBT-012,2024-06-01,217,273,14.0,terputus,1,2,30,6,2024
PKM-001,OBT-012,2024-07-01,187,249,14.0,terputus,1,2,30,7,2024
PKM-001,OBT-012,2024-08-01,135,330,14.0,terputus,1,2,30,8,2024
PKM-001,OBT-012,2024-09-01,293,267,14.0,terputus,1,2,30,9,2024
PKM-001,OBT-012,2024-10-01,95,334,14.0,terputus,1,2,30,10,2024
PKM-001,OBT-012,2024-11-01,615,1326,14.0,terputus,1,2,30,11,2024
PKM-001,OBT-012,2024-12-01,117,357,14.0,terputus,1,2,30,12,2024
PKM-001,OBT-012,2025-01-01,127,332,14.0,terputus,1,2,30,1,2025
PKM-001,OBT-012,2025-02-01,218,308,14.0,terputus,1,2,30,2,2025
PKM-001,OBT-013,2023-03-01,189,282,14.0,terputus,1,3,7,3,2023
PKM-001,OBT-013,2023-04-01,228,203,14.0,terputus,1,3,7,4,2023
PKM-001,OBT-013,2023-05-01,129,240,14.0,terputus,1,3,7,5,2023
PKM-001,OBT-013,2023-06-01,74,256,14.0,terputus,1,3,7,6,2023
PKM-001,OBT-013,2023-07-01,195,275,14.0,terputus,1,3,7,7,2023
PKM-001,OBT-013,2023-08-01,131,257,14.0,terputus,1,3,7,8,2023
PKM-001,OBT-013,2023-09-01,102,243,14.0,terputus,1,3,7,9,2023
PKM-001,OBT-013,2023-10-01,159,279,14.0,terputus,1,3,7,10,2023
PKM-001,OBT-013,2023-11-01,164,621,14.0,terputus,1,3,7,11,2023
PKM-001,OBT-013,2023-12-01,363,388,14.0,terputus,1,3,7,12,2023
PKM-001,OBT-013,2024-01-01,137,315,14.0,terputus,1,3,7,1,2024
PKM-001,OBT-013,2024-02-01,86,316,14.0,terputus,1,3,7,2,2024
PKM-001,OBT-013,2024-03-01,78,269,14.0,terputus,1,3,7,3,2024
PKM-001,OBT-013,2024-04-01,160,224,14.0,terputus,1,3,7,4,2024
PKM-001,OBT-013,2024-05-01,142,266,14.0,terputus,1,3,7,5,2024
PKM-001,OBT-013,2024-06-01,182,254,14.0,terputus,1,3,7,6,2024
PKM-001,OBT-013,2024-07-01,171,269,14.0,terputus,1,3,7,7,2024
PKM-001,OBT-013,2024-08-01,165,271,14.0,terputus,1,3,7,8,2024
PKM-001,OBT-013,2024-09-01,134,292,14.0,terputus,1,3,7,9,2024
PKM-001,OBT-013,2024-10-01,251,302,14.0,terputus,1,3,7,10,2024
PKM-001,OBT-013,2024-11-01,100,675,14.0,terputus,1,3,7,11,2024
PKM-001,OBT-013,2024-12-01,270,361,14.0,terputus,1,3,7,12,2024
PKM-001,OBT-013,2025-01-01,306,276,14.0,terputus,1,3,7,1,2025
PKM-001,OBT-013,2025-02-01,119,291,14.0,terputus,1,3,7,2,2025
PKM-001,OBT-014,2023-03-01,215,235,14.0,terputus,1,4,7,3,2023
PKM-001,OBT-014,2023-04-01,109,206,14.0,terputus,1,4,7,4,2023
PKM-001,OBT-014,2023-05-01,207,236,14.0,terputus,1,4,7,5,2023
PKM-001,OBT-014,2023-06-01,97,212,14.0,terputus,1,4,7,6,2023
PKM-001,OBT-014,2023-07-01,210,262,14.0,terputus,1,4,7,7,2023
PKM-001,OBT-014,2023-08-01,130,263,14.0,terputus,1,4,7,8,2023
PKM-001,OBT-014,2023-09-01,151,248,14.0,terputus,1,4,7,9,2023
PKM-001,OBT-014,2023-10-01,86,248,14.0,terputus,1,4,7,10,2023
PKM-001,OBT-014,2023-11-01,345,956,14.0,terputus,1,4,7,11,2023
PKM-001,OBT-014,2023-12-01,163,320,14.0,terputus,1,4,7,12,2023
PKM-001,OBT-014,2024-01-01,161,293,14.0,terputus,1,4,7,1,2024
PKM-001,OBT-014,2024-02-01,248,264,14.0,terputus,1,4,7,2,2024
PKM-001,OBT-014,2024-03-01,114,280,14.0,terputus,1,4,7,3,2024
PKM-001,OBT-014,2024-04-01,128,191,14.0,terputus,1,4,7,4,2024
PKM-001,OBT-014,2024-05-01,168,228,14.0,terputus,1,4,7,5,2024
PKM-001,OBT-014,2024-06-01,86,256,14.0,terputus,1,4,7,6,2024
